id,name,type_line,power,toughness,colors,text,image,back,variants
"isd-6","Wolf","Token Creature — Wolf","1","1","B","Deathtouch","https://cards.scryfall.io/normal/front/7/a/7a49607c-427a-474c-ad77-60cd05844b3c.jpg?1783940882","","https://cards.scryfall.io/normal/front/f/5/f5561f57-34e2-4c01-8094-0ecb101c7fa1.jpg?1783907968|https://cards.scryfall.io/normal/front/3/d/3d01a596-0a1a-4913-9bb1-bcf6af60d14f.jpg?1783913140"
"stx-2","Elemental","Token Creature — Elemental","4","4","RU","","https://cards.scryfall.io/normal/front/3/d/3d0b9b88-705e-4df0-8a93-3e240b81355b.jpg?1783927191","","https://cards.scryfall.io/normal/front/8/b/8ba20bb4-a476-448d-bb39-23f8dd59e5a8.jpg?1783903570|https://cards.scryfall.io/normal/front/7/b/7b19a41d-95c1-4cd8-89fc-4ec89ab10884.jpg?1783906795|https://cards.scryfall.io/normal/front/e/3/e3c88b9d-6ac2-4d38-8551-23998d76e6ee.jpg?1783915247"
"ecl-11","Mutavault","Token Land","","","","{T}: Add {C}. {1}: This token becomes a 2/2 creature with all creature types until end of turn. It's still a land.","https://cards.scryfall.io/normal/front/3/d/3d2f5d31-a1c6-465f-b518-b40acdfab8aa.jpg?1783904323","",""
"cn2-3","Soldier","Token Creature — Soldier","1","2","W","Defender","https://cards.scryfall.io/normal/front/3/d/3d5c2f87-f0c9-4188-9b20-1c2a1d3c4f45.jpg?1783937276","",""
"thb-6","Tentacle","Token Creature — Tentacle","1","1","U","","https://cards.scryfall.io/normal/front/7/b/7b9f04f7-587e-4774-8aaa-09e8520efacb.jpg?1783931454","","https://cards.scryfall.io/normal/front/8/7/870375a1-4d19-4ec6-9e90-6c69eed8302f.jpg?1783912617|https://cards.scryfall.io/normal/front/3/d/3d9415be-356d-45a5-a62b-a75368629481.jpg?1783916046|https://cards.scryfall.io/normal/front/e/e/eea4e628-4ae2-4e33-a3b6-176ed87c1840.jpg?1783916053|https://cards.scryfall.io/normal/front/6/f/6f72a7ea-2f9f-4650-927e-35b68e88a304.jpg?1783916650"
"khm-17","Icy Manalith","Token Snow Artifact","","","","{T}: Add one mana of any color.","https://cards.scryfall.io/normal/front/3/d/3db39e3b-fad4-4c9b-911f-69883ac7e0e1.jpg?1783928078","",""
"bbd-7","Will Kenrith Emblem","Emblem — Will","","","","Whenever you cast an instant or sorcery spell, copy it. You may choose new targets for the copy.","https://cards.scryfall.io/normal/front/6/0/606d6a38-e564-45d8-9be1-c83c15647711.jpg?1783934652","","https://cards.scryfall.io/normal/front/3/d/3de08752-9fc4-4e6b-b30b-2d9d33a1e37b.jpg?1783922302"
"snc-12","Citizen","Token Creature — Citizen","1","1","GW","","https://cards.scryfall.io/normal/front/3/f/3f03e9fe-cb71-498e-bf16-5af6af37a192.jpg?1783922960","","https://cards.scryfall.io/normal/front/4/0/40135aa8-d531-427d-ab5c-9a2192f61bf9.jpg?1783906796|https://cards.scryfall.io/normal/front/f/a/fa605271-03c0-401b-a470-4301898c2124.jpg?1783909751|https://cards.scryfall.io/normal/front/5/6/56d196ad-4acf-4241-bc7a-dc8ec3a38498.jpg?1783913131"
"mh3-20","Snake","Token Creature — Snake","1","1","B","Deathtouch","https://cards.scryfall.io/normal/front/8/b/8b9be7c2-efe5-4d37-a43e-ddcd50a77aa9.jpg?1783911114","","https://cards.scryfall.io/normal/front/6/2/62340bbb-cff0-48c1-8854-235340e80477.jpg?1783903573|https://cards.scryfall.io/normal/front/3/f/3f1092e1-c7c0-4ea6-8128-eb7069783747.jpg?1783906805"
"eoe-3","Drone","Token Artifact Creature — Drone","1","1","","Flying This token can block only creatures with flying.","https://cards.scryfall.io/normal/front/3/f/3fcf8950-117a-4587-8522-79001dffa500.jpg?1783905787","",""
"som-6","Golem","Token Artifact Creature — Golem","3","3","","","https://cards.scryfall.io/normal/front/c/7/c705b843-ca62-47bb-95dd-f303c60088bb.jpg?1783941680","","https://cards.scryfall.io/normal/front/b/c/bc1c56b2-69f3-42d9-81f4-3dbd40dd8f5d.jpg?1783905789|https://cards.scryfall.io/normal/front/4/0/406e2960-f560-48bb-b4a6-4bd35889a8f8.jpg?1783911685|https://cards.scryfall.io/normal/front/9/6/96d831eb-8d5f-4436-bbc6-3d1a90f3d2ed.jpg?1783916642|https://cards.scryfall.io/normal/front/a/f/af7c6e4c-4980-4b1b-8156-fd17dd6f47c9.jpg?1783928587"
"sos-9","Pest","Token Creature — Pest","1","1","BG","Whenever this token attacks, you gain 1 life.","https://cards.scryfall.io/normal/front/4/0/40b22872-7b7b-4a6d-a343-4152e552b00a.jpg?1783903561","","https://cards.scryfall.io/normal/front/b/a/ba854032-6ad2-4654-990a-64006e7f92fd.jpg?1783903561"
"c21-26","Golem","Token Artifact Creature — Golem","3","3","","Trample","https://cards.scryfall.io/normal/front/4/0/40c50c6d-5116-4acb-89d3-f27efb20d336.jpg?1783927195","","https://cards.scryfall.io/normal/front/a/7/a73d4a82-b93f-49df-b1a7-cf4cc71d168a.jpg?1783907671|https://cards.scryfall.io/normal/front/6/0/609cb9a8-9598-4b3d-a56e-f477871d3ff7.jpg?1783913124"
"nec-1","Shrine","Token Enchantment Creature — Shrine","1","1","","","https://cards.scryfall.io/normal/front/9/0/900340a5-7517-4ec4-a51e-762e15a29470.jpg?1783923721","","https://cards.scryfall.io/normal/front/4/1/41648b36-154c-4907-8571-9461e45a9e00.jpg?1783908458"
"ust-3","Spirit // Spirit","Token Creature — Spirit // Token","","","","","https://cards.scryfall.io/normal/front/4/1/41fc8b22-f6fe-4853-b80a-64ab70a41f1d.jpg?1783935363","https://cards.scryfall.io/normal/back/4/1/41fc8b22-f6fe-4853-b80a-64ab70a41f1d.jpg?1783935363",""
"m21-9","Pirate","Token Creature — Pirate","1","1","R","This creature can't block. Creatures you control attack each combat if able.","https://cards.scryfall.io/normal/front/d/a/da3002d9-7754-4c7f-a051-382cd7a86e80.jpg?1783930590","","https://cards.scryfall.io/normal/front/4/2/42248cea-29e8-4ebe-ad64-e87e216b55d6.jpg?1783922308"
"msc-3","Wall","Token Creature — Wall","0","3","","Defender, reach","https://cards.scryfall.io/normal/front/4/2/424d7099-8842-4700-8366-093e7b176d1a.jpg?1783902815","","https://cards.scryfall.io/normal/front/a/5/a503235b-1213-4da5-967a-e8159dc313d9.jpg?1783902810"
"afc-3","Illusion","Token Creature — Illusion","1","1","U","This creature gets +1/+0 for each other Illusion you control.","https://cards.scryfall.io/normal/front/4/2/42a6bc0b-e76d-4c45-b39d-0186d9bc9c42.jpg?1783926352","",""
"dsk-17","Kaito, Bane of Nightmares Emblem","Emblem","","","","Ninjas you control get +1/+1.","https://cards.scryfall.io/normal/front/4/3/435e707c-2b1d-48a7-ba75-c3c67824b50d.jpg?1783909259","",""
"sos-7","Inkling","Token Creature — Inkling","1","1","BW","Flying","https://cards.scryfall.io/normal/front/4/3/43e9f729-abaf-4000-8df5-fa46d59eff9e.jpg?1783903562","","https://cards.scryfall.io/normal/front/b/a/bab52920-9d67-4cd4-9015-6e645ff9764f.jpg?1785132245"
"rtr-4","Assassin","Token Creature — Assassin","1","1","B","Whenever this creature deals combat damage to a player, that player loses the game.","https://cards.scryfall.io/normal/front/8/9/89eb9f92-d189-4438-b6fe-cb253055d63e.jpg?1783940382","","https://cards.scryfall.io/normal/front/4/4/4401437c-23ea-44ac-a8e7-eb033e1d61eb.jpg?1783932830|https://cards.scryfall.io/normal/front/a/3/a3960d63-168d-4d08-a10b-3331194fdc36.jpg?1783939469"
"tdm-15","Reliquary Dragon","Token Creature — Dragon","4","4","BGRUW","This token is all colors. Flying, lifelink When this token enters, it deals 3 damage to any target.","https://cards.scryfall.io/normal/front/4/4/44465924-8cc2-49a4-bc07-8dbae7570af6.jpg?1783906782","",""
"c18-14","Beast","Token Creature — Beast","5","5","G","Trample","https://cards.scryfall.io/normal/front/4/4/44675b6a-ea5a-44f1-9f2c-3725cdfcc814.jpg?1783934353","",""
"med-r3","Domri, Chaos Bringer Emblem","Emblem — Domri","","","","At the beginning of each end step, create a 4/4 red and green Beast creature token with trample.","https://cards.scryfall.io/normal/front/b/d/bdc404cd-d518-41f7-858c-f1928e44a88c.jpg?1783934209","","https://cards.scryfall.io/normal/front/4/4/44717d19-d8c2-45ba-9904-00c0c79ee0c3.jpg?1783933602"
"dmu-23","Powerstone","Token Artifact — Powerstone","","","","{T}: Add {C}. This mana can't be spent to cast a nonartifact spell.","https://cards.scryfall.io/normal/front/4/4/447af615-1e59-471f-886b-bf46007a938d.jpg?1783921124","","https://cards.scryfall.io/normal/front/d/4/d45fe4b6-aeaf-4f84-b660-c7b482ed8512.jpg?1783919908"
"acr-5","Phobos","Token Legendary Creature — Horse","3","2","R","","https://cards.scryfall.io/normal/front/4/4/447bd736-6b47-440c-86ed-db54bd655274.jpg?1783910885","",""
"vow-9","Dragon Illusion","Token Creature — Dragon Illusion","*","*","R","Flying, haste","https://cards.scryfall.io/normal/front/e/0/e04ca01e-d2ff-45ce-bf6f-9f756808c8fb.jpg?1783924696","","https://cards.scryfall.io/normal/front/4/4/44b7c73d-80a0-4a27-b0a2-317164362449.jpg?1783903573|https://cards.scryfall.io/normal/front/5/7/57c706a3-02e3-4313-9110-a7da72cadaab.jpg?1783906803"
"avr-4","Spirit","Token Creature — Spirit","1","1","U","Flying","https://cards.scryfall.io/normal/front/4/4/44c14591-f807-40cf-9c00-4c94b85fff44.jpg?1783940638","","https://cards.scryfall.io/normal/front/7/8/78baf1de-8fde-4162-beeb-425e38fb5f8c.jpg?1783916651"
"h17-4","Dragon","Token Creature — Dragon","4","4","","Flying","https://cards.scryfall.io/normal/front/8/e/8ee8b915-afd3-4fad-8aef-7e9cbbbbc2e4.jpg?1783935814","","https://cards.scryfall.io/normal/front/6/8/6819b8c9-73a3-4e8e-ad7a-95cffabf873a.jpg?1783931313|https://cards.scryfall.io/normal/front/4/4/44c65dfd-69be-4345-92e9-51a35a486f21.jpg?1783935349"
"msh-18","Doombot","Token Artifact Creature — Robot Villain","3","3","","","https://cards.scryfall.io/normal/front/4/5/452680b5-5032-413a-bb5a-3fc8cfe88be9.jpg?1783902799","",""
"jou-2","Zombie","Token Creature — Zombie","*","*","B","","https://cards.scryfall.io/normal/front/9/5/95c59642-575f-4356-ae1a-20b90895545b.jpg?1783939393","","https://cards.scryfall.io/normal/front/a/e/ae290b7e-8ff2-4262-8ac7-8481283e2a02.jpg?1783907968|https://cards.scryfall.io/normal/front/4/5/4568fc06-bd4f-40d3-9daf-c97ea2e33427.jpg?1783921121|https://cards.scryfall.io/normal/front/e/4/e44aa879-b63b-497c-9c1b-2333950161fa.jpg?1783937417"
"ori-12","Jace, Telepath Unbound Emblem","Emblem — Jace","","","","Whenever you cast a spell, target opponent puts the top five cards of their library into their graveyard.","https://cards.scryfall.io/normal/front/4/5/458e37b1-a849-41ae-b63c-3e09ffd814e4.jpg?1783938291","","https://cards.scryfall.io/normal/front/6/f/6f5ae536-3ef6-41cb-b33b-0ac458d77a56.jpg?1783913134"
"2x2-21","Phyrexian Golem","Token Artifact Creature — Phyrexian Golem","3","3","","","https://cards.scryfall.io/normal/front/8/3/83842dfb-e5ea-41dc-91b1-b1dd53e5ecca.jpg?1783921672","","https://cards.scryfall.io/normal/front/4/6/46161339-7173-4265-9691-106be5536b2d.jpg?1783909748|https://cards.scryfall.io/normal/front/4/e/4ee5119d-f76c-44c7-bf82-34aabb4d2e69.jpg?1783911109|https://cards.scryfall.io/normal/front/e/7/e7a91956-e351-4533-9f0d-4a578617f88b.jpg?1783915230|https://cards.scryfall.io/normal/front/a/7/a760c72c-2883-492e-8d38-548825efdd00.jpg?1783916641"
"eld-7","Dwarf","Token Creature — Dwarf","1","1","R","","https://cards.scryfall.io/normal/front/c/a/cab5d0dd-8095-4410-8feb-8c13edfcb2e5.jpg?1783932481","","https://cards.scryfall.io/normal/front/4/6/46203366-7104-4fda-b38d-dc18d93154a9.jpg?1783903466"
"f17-12","Pirate // Treasure","Token Creature — Pirate // Token Artifact — Treasure","","","","","https://cards.scryfall.io/normal/front/4/6/46bf5e2b-869f-480e-ac37-1bdb40a92f8c.jpg?1783936800","https://cards.scryfall.io/normal/back/4/6/46bf5e2b-869f-480e-ac37-1bdb40a92f8c.jpg?1783936800",""
"brc-5","Phyrexian Myr","Token Artifact Creature — Phyrexian Myr","2","1","U","","https://cards.scryfall.io/normal/front/5/9/59d1db83-674d-4389-837d-564ee7ed07af.jpg?1783919915","","https://cards.scryfall.io/normal/front/c/a/ca7e566f-5eb4-4f0f-bf87-5788c57ba1e4.jpg?1783903574|https://cards.scryfall.io/normal/front/5/1/51649b34-3e27-4005-85e3-9393ca7e663d.jpg?1783911127|https://cards.scryfall.io/normal/front/4/6/46e4ef38-0885-4c3d-8851-0a873d9f0a22.jpg?1783916661"
"one-13","Koth, Fire of Resistance Emblem","Emblem","","","","Whenever a Mountain enters the battlefield under your control, this emblem deals 4 damage to any target.","https://cards.scryfall.io/normal/front/4/7/4746f904-67f3-450d-93f6-172b3fd50057.jpg?1783918166","",""
"bro-6","Golem","Token Artifact Creature — Golem","*","*","","","https://cards.scryfall.io/normal/front/4/7/474c8cfe-71ce-46c7-8cf4-dfeae3c0e73b.jpg?1783919909","",""
"dsk-4","Glimmer","Token Enchantment Creature — Glimmer","1","1","W","","https://cards.scryfall.io/normal/front/4/7/475c7449-2c95-4873-94de-68a5e06cdfb8.jpg?1783909267","",""
"mkm-7","Imp","Token Creature — Imp","2","2","R","When this creature dies, it deals 2 damage to each opponent.","https://cards.scryfall.io/normal/front/4/7/47a1385b-2be2-49a8-8400-186cd5525dad.jpg?1783912609","",""
"bot-1","Laserbeak","Token Legendary Artifact Creature — Robot","2","2","U","Flying, hexproof","https://cards.scryfall.io/normal/front/4/7/47b48ea5-a12f-4a3b-b7d9-2124e43d8833.jpg?1783919879","",""
"c18-7","Myr","Token Artifact Creature — Myr","2","1","U","","https://cards.scryfall.io/normal/front/6/5/656af066-f9b3-4c23-b6c4-3ff55776858f.jpg?1783934356","","https://cards.scryfall.io/normal/front/4/8/483c8cd6-288c-49d7-ac28-642132f85259.jpg?1783930233"
"c19-16","Egg","Token Creature — Egg","0","1","G","Defender","https://cards.scryfall.io/normal/front/b/b/bb66de6b-8815-4e6c-a093-18607b003b88.jpg?1783932828","","https://cards.scryfall.io/normal/front/e/d/ed83dc8f-3cbd-4ee0-a45e-295f4284ba1f.jpg?1783906762|https://cards.scryfall.io/normal/front/4/8/48cc199d-9596-4d6a-9ed3-b1f599a03741.jpg?1783921135|https://cards.scryfall.io/normal/front/7/b/7b545a43-8837-49a1-83d8-7c548d5237d2.jpg?1783921673|https://cards.scryfall.io/normal/front/e/1/e134190e-772a-458d-b0e1-633154f16809.jpg?1783913430"
"eoe-6","Lander","Token Artifact — Lander","","","","{2}, {T}, Sacrifice this token: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.","https://cards.scryfall.io/normal/front/4/9/49164e15-252a-46e2-8c5a-66e41e071072.jpg?1783905785","","https://cards.scryfall.io/normal/front/8/5/85ef1950-219f-401b-8ff5-914f9aaec122.jpg?1783905784|https://cards.scryfall.io/normal/front/b/2/b25a7de0-0d5d-4b7a-a1bf-7483fa51392a.jpg?1783905787|https://cards.scryfall.io/normal/front/b/a/ba3b3b34-0ffa-41a4-8529-7b9d2946a1ac.jpg?1783905785|https://cards.scryfall.io/normal/front/c/1/c1d0baf8-db86-4a98-84fa-43aa32e0980f.jpg?1783905784"
"shm-12","Elf Warrior","Token Creature — Elf Warrior","1","1","GW","","https://cards.scryfall.io/normal/front/4/9/49180301-f72f-48ca-8be1-df295e89cdd7.jpg?1783942697","","https://cards.scryfall.io/normal/front/c/e/cee23d72-2cd6-4133-98d1-c7b8da839408.jpg?1783913132|https://cards.scryfall.io/normal/front/c/b/cb8caa61-e294-4501-b357-a44abd77d09a.jpg?1783930227"
"ltc-9","Human Knight","Token Creature — Human Knight","2","2","R","Trample, haste","https://cards.scryfall.io/normal/front/4/9/491fc1c3-a46e-4cfd-a749-57f4c96f6aea.jpg?1783916057","",""
"wwk-3","Ogre","Token Creature — Ogre","3","3","R","","https://cards.scryfall.io/normal/front/a/9/a99c10f3-9f11-42f1-9007-c0320a1929e0.jpg?1783942069","","https://cards.scryfall.io/normal/front/4/9/4959b8ed-391c-4b77-bbc1-e32c2b27aa22.jpg?1783912616|https://cards.scryfall.io/normal/front/8/1/81218951-e61f-43e6-802d-3820725e6f23.jpg?1783915253|https://cards.scryfall.io/normal/front/f/4/f434e508-06ff-4581-b126-d9f125f6c199.jpg?1783918573|https://cards.scryfall.io/normal/front/e/3/e3d725a8-daff-4458-aab0-06803ae33be3.jpg?1783922309"
"eld-12","Human Rogue","Token Creature — Human Rogue","1","2","RW","Haste When this creature enters the battlefield, it deals 1 damage to any target.","https://cards.scryfall.io/normal/front/c/d/cd3ca6d5-4b2c-46d4-95f3-f0f2fa47f447.jpg?1783932481","","https://cards.scryfall.io/normal/front/4/9/495d1211-b5f2-4745-8391-b5331ded8545.jpg?1783911658"
"thb-9","Satyr","Token Creature — Satyr","1","1","R","This creature can't block.","https://cards.scryfall.io/normal/front/9/0/903e30f3-580e-4a14-989b-ae0632363407.jpg?1783931453","","https://cards.scryfall.io/normal/front/4/9/49bdae00-bcbd-4238-87d6-7e12ff7ffd83.jpg?1783915253"
"tsr-3","Cloud Sprite","Token Creature — Faerie","1","1","U","Flying Cloud Sprite can block only creatures with flying.","https://cards.scryfall.io/normal/front/4/a/4a2144f2-d4be-419e-bfca-116cedfdf18b.jpg?1783927697","",""
"40k-20","Blue Horror","Token Creature — Demon Horror","2","2","RU","Whenever you cast an instant or sorcery spell, this creature deals 1 damage to any target.","https://cards.scryfall.io/normal/front/4/a/4a3d2013-e10c-49aa-adf6-4a3a141e48ce.jpg?1783920657","",""
"spm-3","Spider","Token Creature — Spider","2","1","G","Reach","https://cards.scryfall.io/normal/front/4/a/4a40f6e1-3545-4503-af3e-f0acfb735e3a.jpg?1783905184","",""
"msh-9","Villain","Token Creature — Villain","2","1","B","Menace","https://cards.scryfall.io/normal/front/4/a/4a51b6a0-9a54-4f01-b959-0a28c15d103f.jpg?1783902804","","https://cards.scryfall.io/normal/front/c/d/cd76092f-0f5e-4890-996c-33f4f47c659c.jpg?1783902796"
"dtk-8","Narset Transcendent Emblem","Emblem — Narset","","","","Your opponents can't cast noncreature spells.","https://cards.scryfall.io/normal/front/4/a/4a70dfe0-874c-473a-a26e-1f88a842df41.jpg?1783938559","",""
"ori-14","Chandra, Roaring Flame Emblem","Emblem — Chandra","","","","At the beginning of your upkeep, this emblem deals 3 damage to you.","https://cards.scryfall.io/normal/front/4/a/4a8123a6-7e7b-49fb-9ebc-19d8150852e8.jpg?1783938290","","https://cards.scryfall.io/normal/front/a/4/a43fa669-961d-4ec5-a7c8-67e55a4e54f2.jpg?1783913133"
"ktk-1","Bird","Token Creature — Bird","3","4","W","Flying","https://cards.scryfall.io/normal/front/a/a/aa788dea-2968-45e8-9e08-c89e3e227d88.jpg?1783939038","","https://cards.scryfall.io/normal/front/4/a/4ac57a34-23ad-4780-a464-e2472d277a27.jpg?1783932836"
"unf-9","Teddy Bear","Token Creature — Teddy Bear","2","2","","","https://cards.scryfall.io/normal/front/4/a/4aef57de-7b99-47f3-af44-3c0bc546bbac.jpg?1783920621","",""
"sld-152","Walker","Token Creature — Zombie","2","2","B","","https://cards.scryfall.io/normal/front/4/b/4b236f7a-62b0-4605-9328-6994ca65909b.jpg?1783929156","","https://cards.scryfall.io/normal/front/4/d/4d03f760-6e5a-404e-beb9-07d78a53364d.jpg?1783929159|https://cards.scryfall.io/normal/front/a/1/a121c039-ec93-4383-bdb5-bc7acf9e1a05.jpg?1783929157|https://cards.scryfall.io/normal/front/a/7/a7940307-6ae3-423e-b752-a72acddb9087.jpg?1783929157"
"ust-7","Rogue","Token Creature — Rogue","2","2","B","Menace","https://cards.scryfall.io/normal/front/4/b/4b633d7b-6d61-4b1a-8d65-6e1f3d5ffba7.jpg?1783935354","",""
"dsk-6","Spirit","Token Creature — Spirit","3","1","W","Flying","https://cards.scryfall.io/normal/front/4/b/4b7697e3-b3fb-481c-a90f-1ae08d8a9880.jpg?1783909266","",""
"c14-35","Ob Nixilis of the Black Oath Emblem","Emblem — Nixilis","","","","{1}{B}, Sacrifice a creature: You gain X life and draw X cards, where X is the sacrificed creature's power.","https://cards.scryfall.io/normal/front/4/c/4c29f6a1-42a5-433f-9c09-c160b096f8e1.jpg?1783938791","","https://cards.scryfall.io/normal/front/f/3/f3b4bd21-2ab7-48cf-bc46-b67093b99421.jpg?1783915241"
"tsr-4","Bat","Token Creature — Bat","1","2","B","Flying {1}{B}, Sacrifice this creature: Return an exiled card named Sengir Nosferatu to the battlefield under its owner's control.","https://cards.scryfall.io/normal/front/4/c/4c532e0f-8934-4ad3-bb1a-640abe946e10.jpg?1783927696","",""
"ecl-8","Merfolk","Token Creature — Merfolk","1","1","UW","","https://cards.scryfall.io/normal/front/4/c/4c5ad4e1-b489-4023-88ab-1200c5f26ffc.jpg?1783904323","",""
"soc-3","Contract","Token Enchantment — Aura","","","W","Enchant creature Whenever enchanted creature attacks, it gets +2/+0 until end of turn if it's attacking one of your opponents. Otherwise, its controller loses 2 life.","https://cards.scryfall.io/normal/front/4/c/4c5e0caa-a043-41de-acbf-cdf3a6b6ab18.jpg?1783903575","",""
"unf-7","Balloon","Token Creature — Balloon","1","1","R","Flying","https://cards.scryfall.io/normal/front/4/c/4c8f2c0f-7ed8-4d72-8f94-33ad615bf21d.jpg?1783920623","",""
"msh-15","The Tiger God","Token Legendary Creature — Cat God","4","4","G","The Tiger God can't be blocked by more than one creature.","https://cards.scryfall.io/normal/front/4/d/4d1ca2ed-c987-4f92-ad7b-991d7a64d145.jpg?1783902800","",""
"dom-6","Nightmare Horror","Token Creature — Nightmare Horror","*","*","B","","https://cards.scryfall.io/normal/front/4/d/4d33b752-c806-4932-ae0a-46f00ed937de.jpg?1783934932","",""
"drc-3","Zombie","Token Creature — Zombie","1","1","W","","https://cards.scryfall.io/normal/front/4/d/4d6a4ed0-50ce-4556-a2c3-cbd7501635ec.jpg?1783907674","",""
"otj-3","Ox","Token Creature — Ox","2","2","W","","https://cards.scryfall.io/normal/front/c/e/cee3ecef-4566-4164-af39-89cb0bbbffeb.jpg?1783911529","","https://cards.scryfall.io/normal/front/4/d/4db2ad28-a2d9-41ba-811b-bde40a870675.jpg?1783902814|https://cards.scryfall.io/normal/front/6/7/67be7a72-b7dc-47db-9b30-ebf70e4aaf81.jpg?1783902809|https://cards.scryfall.io/normal/front/a/0/a00de192-5cd9-4ca4-b5f1-4d59bfd03062.jpg?1783906766"
"cmm-71","Wizard","Token Creature — Wizard","1","1","R","{T}: Add {R}. Spend this mana only to cast a planeswalker spell.","https://cards.scryfall.io/normal/front/4/d/4de5b65c-00c7-415a-92f3-cd1177372956.jpg?1783915230","",""
"l16-5","Servo // Thopter","Token Artifact Creature — Servo // Token Artifact Creature — Thopter","","","","","https://cards.scryfall.io/normal/front/4/e/4e3690fa-627e-4b3b-b517-e2cd1b4bbdd0.jpg?1783937940","https://cards.scryfall.io/normal/back/4/e/4e3690fa-627e-4b3b-b517-e2cd1b4bbdd0.jpg?1783937940",""
"dmu-15","Badger","Token Creature — Badger","3","3","G","","https://cards.scryfall.io/normal/front/4/e/4e42cb2e-578f-4fec-a9a4-33b95b78229c.jpg?1783921127","",""
"pemn-1z","Zombie // Zombie","Token Creature — Zombie // Token Creature — Zombie","","","","","https://cards.scryfall.io/normal/front/4/f/4f153ca0-0e55-4f3c-9780-570708844fd3.jpg?1783937415","https://cards.scryfall.io/normal/back/4/f/4f153ca0-0e55-4f3c-9780-570708844fd3.jpg?1783937415",""
"m21-19","Dog","Token Creature — Dog","1","1","W","","https://cards.scryfall.io/normal/front/4/f/4f8107b3-8539-4b9c-8d0d-c512c940838f.jpg?1783930586","","https://cards.scryfall.io/normal/front/8/0/8031f333-c818-4793-8cf8-232bf9088a96.jpg?1783906766|https://cards.scryfall.io/normal/front/e/f/ef7e3418-03c0-4d27-9f96-6c898f2287ad.jpg?1783906808|https://cards.scryfall.io/normal/front/5/d/5d8da5b2-7e02-494b-8686-c5845286d0b9.jpg?1783908584|https://cards.scryfall.io/normal/front/8/a/8aaf03be-294a-4539-954c-79853f4351a9.jpg?1783912608|https://cards.scryfall.io/normal/front/e/5/e5d07ad5-0701-4696-91fd-87451997ef23.jpg?1783913143"
"dsk-12","Spider","Token Creature — Spider","2","2","G","Reach","https://cards.scryfall.io/normal/front/4/f/4f8852eb-1318-40c2-aa2a-8c0e830cca71.jpg?1783909263","",""
"clb-2","Knight","Token Creature — Knight","2","2","W","","https://cards.scryfall.io/normal/front/5/0/50633bba-9402-4d8c-a277-c370f25bd01f.jpg?1783922325","","https://cards.scryfall.io/normal/front/a/7/a7758a0b-9e85-4b4a-bf1c-ffcc6761dbad.jpg?1783906135"
"c17-3","Rat","Token Creature — Rat","1","1","B","Deathtouch","https://cards.scryfall.io/normal/front/c/1/c1788d4c-31b8-4f73-8275-5470316e7ad4.jpg?1783935828","","https://cards.scryfall.io/normal/front/5/0/50af7e54-3a6c-4dd0-be1b-83b82734621a.jpg?1783913125"
"mom-7","Dinosaur","Token Creature — Dinosaur","*","*","G","","https://cards.scryfall.io/normal/front/5/0/50b6ea55-c976-40e7-aa09-5ba77688bfe9.jpg?1783916671","",""
"rix-1","Elemental","Token Creature — Elemental","0","1","R","At the beginning of your upkeep, sacrifice this creature and return target card named Rekindling Phoenix from your graveyard to the battlefield. It gains haste until end of turn.","https://cards.scryfall.io/normal/front/b/d/bd0bf1d7-2e66-41fd-ae9a-ea86b939e7c9.jpg?1783935215","","https://cards.scryfall.io/normal/front/5/1/512fedf8-f50d-4e81-9856-e051850dc05f.jpg?1783923171"
"hou-7","Sinuous Striker","Token Creature — Zombie Naga Warrior","4","4","B","{U}: Sinuous Striker gets +1/-1 until end of turn.","https://cards.scryfall.io/normal/front/5/1/513f2ce9-0127-4479-b37a-a835fbada8f8.jpg?1783936066","",""
"c14-10","Whale","Token Creature — Whale","6","6","U","When this creature dies, create a 9/9 blue Kraken creature token.","https://cards.scryfall.io/normal/front/c/c/ccd172b9-377a-4dbf-a11a-e4985da62c72.jpg?1783938798","","https://cards.scryfall.io/normal/front/5/1/51b8f3b4-d0f3-4f2f-8e6f-7da1e852dac1.jpg?1783911115|https://cards.scryfall.io/normal/front/8/7/87a6f719-3e2f-48ea-829d-77134a2a8432.jpg?1783927207|https://cards.scryfall.io/normal/front/a/b/ab3331a0-5840-439d-9553-d4489c343f21.jpg?1783935207"
"tmt-7","Mutant","Token Creature — Mutant","2","2","R","","https://cards.scryfall.io/normal/front/5/1/51e33613-7a24-461c-8d9f-12680af4b92a.jpg?1783904002","",""
"vow-4","Spirit Cleric","Token Creature — Spirit Cleric","*","*","W","This creature's power and toughness are each equal to the number of Spirits you control.","https://cards.scryfall.io/normal/front/5/2/5212bae5-d768-45ab-aba8-94c4f9fabc79.jpg?1783924699","",""
"ala-3","Thopter","Token Artifact Creature — Thopter","1","1","U","Flying","https://cards.scryfall.io/normal/front/5/2/52510a8b-a5a2-421b-a8b4-5ab60c848628.jpg?1783942525","","https://cards.scryfall.io/normal/front/e/0/e0a7adb3-8e66-4e63-95f2-1a5f5827b676.jpg?1783911116|https://cards.scryfall.io/normal/front/b/c/bc3b9e96-e29b-4fca-a9eb-0b89e6d80cae.jpg?1783916650|https://cards.scryfall.io/normal/front/a/e/aeb25fd9-7f98-4a06-a21f-7a4fe9b94497.jpg?1783918576|https://cards.scryfall.io/normal/front/c/e/cef0352e-f879-44f1-ac24-71bab8fbf6d5.jpg?1783919916"
