id,name,type_line,power,toughness,colors,text,image
"fdn-1","Cat","Token Creature — Cat","1","1","W","","https://cards.scryfall.io/normal/front/2/8/2885d54c-9fb2-4f01-8937-54f8ac1ce5bc.jpg?1783908593"
"hou-9","Sunscourge Champion","Token Creature — Zombie Human Wizard","4","4","B","When Sunscourge Champion enters the battlefield, you gain life equal to its power.","https://cards.scryfall.io/normal/front/2/8/289a9593-151e-47d0-b0de-5eb9f061515a.jpg?1783936066"
"afr-16","Ellywick Tumblestrum Emblem","Emblem — Ellywick","","","","Creatures you control have trample and haste and get +2/+2 for each differently named dungeon you've completed.","https://cards.scryfall.io/normal/front/2/8/289bd243-8754-49f8-a4f9-0be477c84ee1.jpg?1783926341"
"tblb-7","Fish","Token Creature — Fish","1","1","U","","https://cards.scryfall.io/normal/front/c/5/c5a8b2c9-c933-4b91-afc0-b211145a348e.jpg?1783903469"
"akh-21","Beast","Token Creature — Beast","4","2","G","","https://cards.scryfall.io/normal/front/2/9/29b7ecd1-c70e-467c-a9ea-99c2668c3405.jpg?1783936411"
"m21-13","Weird","Token Creature — Weird","*","*","RU","","https://cards.scryfall.io/normal/front/2/a/2a0d9c67-69ee-48c4-af4c-18cc3c2ef3cd.jpg?1783930589"
"cm2-4","Knight","Token Creature — Knight","2","2","W","First strike","https://cards.scryfall.io/normal/front/a/0/a0c79cdb-969b-4c3b-8ad0-cbbd359a966b.jpg?1783934663"
"ptbro-3","Artifact Zombie","Token Artifact Creature — Zombie","*","*","","","https://cards.scryfall.io/normal/front/2/a/2a76c642-d1b4-404a-82d6-47dfec8cacd3.jpg?1783919881"
"tori-13","Liliana, Defiant Necromancer Emblem","Emblem — Liliana","","","","Whenever a creature dies, return it to the battlefield under your control at the beginning of the next end step.","https://cards.scryfall.io/normal/front/2/a/2aee1ed1-a435-4a9a-aad0-d0a90468f040.jpg?1783913133"
"soc-22","Inkling","Token Creature — Inkling","2","1","BW","Flying","https://cards.scryfall.io/normal/front/b/2/b2ef67fc-b544-4fb3-8362-a29d4533fdd7.jpg?1783903569"
"khm-20","Kaya the Inexorable Emblem","Emblem","","","","At the beginning of your upkeep, you may cast a legendary spell from your hand, from your graveyard, or from among cards you own in exile without paying its mana cost.","https://cards.scryfall.io/normal/front/2/b/2b149bbf-5d2a-4f7e-aa87-23edd5848cde.jpg?1783928077"
"lci-10","Dinosaur","Token Creature — Dinosaur","3","3","G","","https://cards.scryfall.io/normal/front/2/b/2bbb7151-cf71-49bc-8d99-b0230d5465e5.jpg?1783913607"
"m14-12","Liliana of the Dark Realms Emblem","Emblem — Liliana","","","","Swamps you control have '{T}: Add {B}{B}{B}{B}.'","https://cards.scryfall.io/normal/front/f/3/f327de6e-c9f1-478d-9940-b500df8cef10.jpg?1783939881"
"mom-11","Phyrexian Hydra","Token Creature — Phyrexian Hydra","3","3","GW","Reach","https://cards.scryfall.io/normal/front/2/b/2bff78d9-7c4c-4b3b-a485-5328e985315b.jpg?1783916668"
"blb-30","Ral, Crackling Wit Emblem","Emblem","","","","Instant and sorcery spells you cast have storm.","https://cards.scryfall.io/normal/front/2/c/2c4c9934-fe82-4560-b0bf-0ebc863ff0d1.jpg?1783909761"
"eoc-15","Incubator // Phyrexian","Token Artifact — Incubator // Token Artifact Creature — Phyrexian","","","","","https://cards.scryfall.io/normal/front/c/5/c5229eb0-9356-43a6-9b1b-6366f3c1e405.jpg?1783905793"
"clb-20","Undercity // The Initiative","Dungeon — Undercity","","","","","https://cards.scryfall.io/normal/front/2/c/2c65185b-6cf0-451d-985e-56aa45d9a57d.jpg?1784523473"
"tsr-15","Metallic Sliver","Token Artifact Creature — Sliver","1","1","","","https://cards.scryfall.io/normal/front/2/c/2c7e0d67-b627-4cf7-8f56-e1f0bd75cd5c.jpg?1783927689"
"fic-5","Squid","Token Creature — Squid","1","1","U","Islandwalk (This creature can't be blocked as long as defending player controls an Island.)","https://cards.scryfall.io/normal/front/6/6/660d8e43-13e1-464b-b251-c7c2d77732ca.jpg?1783906141"
"cmm-60","Avacyn","Token Legendary Creature — Angel","8","8","W","Flying, vigilance, indestructible","https://cards.scryfall.io/normal/front/2/c/2c8730fb-59ca-4cf7-96a4-d6ba3f6f2fbe.jpg?1783915237"
"who-34","Alien","Token Creature — Alien","2","2","W","","https://cards.scryfall.io/normal/front/2/c/2ce150eb-7d3d-4882-8e1a-2eafe9d9b356.jpg?1783914720"
"lcc-5","Pirate","Token Creature — Pirate","2","2","B","Menace (This creature can't be blocked except by two or more creatures.)","https://cards.scryfall.io/normal/front/a/e/ae3cbd25-2a67-499b-9613-d2c72ae87c2e.jpg?1783913615"
"tsr-6","Spider","Token Creature — Spider","2","4","B","Reach","https://cards.scryfall.io/normal/front/9/6/96e8f429-5a66-4bcd-8a1f-69f9b79c0f5b.jpg?1783927696"
"ust-6","Thopter // Thopter","Token Artifact Creature — Thopter // Token","","","","","https://cards.scryfall.io/normal/front/2/d/2d844ee2-20a0-4071-bc2c-4a58ab1dc07f.jpg?1783935360"
"eoc-14","Golem","Token Artifact Creature — Golem","9","9","","","https://cards.scryfall.io/normal/front/f/2/f2f589ac-991f-4f26-8fd4-0d903683f15a.jpg?1783905788"
"m3c-10","Beast","Token Creature — Beast","3","3","B","Deathtouch","https://cards.scryfall.io/normal/front/b/5/b56fd392-17c2-43d5-a92d-3f91beb8adfb.jpg?1783911126"
"tla-11","Soldier","Token Creature — Soldier","2","2","R","Firebending 1 (Whenever this token attacks, add {R}. This mana lasts until end of combat.)","https://cards.scryfall.io/normal/front/2/d/2de43b03-9ac5-4292-ab29-2dc6210ef3d9.jpg?1783904746"
"drc-9","Zombie Warrior","Token Creature — Zombie Warrior","4","4","B","Vigilance","https://cards.scryfall.io/normal/front/f/e/feddb610-e327-4592-8a81-66f8613c1daf.jpg?1783907673"
"f18-1","Merfolk // Treasure","Token Creature — Merfolk // Token Artifact — Treasure","","","","","https://cards.scryfall.io/normal/front/2/e/2e20d047-0d43-4709-919c-0b0f714e9903.jpg?1783935355"
"tm21-3","Griffin","Token Creature — Griffin","2","2","W","Flying","https://cards.scryfall.io/normal/front/f/2/f20992a9-7ea7-454d-aac6-ff6928eb80b5.jpg?1783913125"
"dsc-15","Phyrexian Beast","Token Creature — Phyrexian Beast","4","4","G","","https://cards.scryfall.io/normal/front/c/b/cb06a798-4808-476b-bc0f-1f432b431464.jpg?1783909272"
"lci-8","Skeleton Pirate","Token Creature — Skeleton Pirate","2","2","B","","https://cards.scryfall.io/normal/front/2/e/2ec83fe2-173b-4aa6-bfa1-892b092bd1f6.jpg?1783913607"
"ecl-7","Kithkin","Token Creature — Kithkin","1","1","GW","","https://cards.scryfall.io/normal/front/2/e/2ed11e1b-2289-48d2-8d96-ee7e590ecfd4.jpg?1783904325"
"blb-12","Iridescent Vinelasher","Token Creature — Lizard Assassin","1","1","B","Landfall — Whenever a land you control enters, this creature deals 1 damage to target opponent. (This token's mana cost is {B}.)","https://cards.scryfall.io/normal/front/2/f/2f55c677-dc14-4ae3-9518-0d80b528c3fb.jpg?1783909768"
"ltr-5","Orc Army","Token Creature — Orc Army","0","0","B","","https://cards.scryfall.io/normal/front/2/f/2f8b43e8-dd89-452e-b572-8559e19fdea2.jpg?1783916049"
"tmkc-21","Tiny","Token Legendary Creature — Dog Detective","2","2","G","Trample","https://cards.scryfall.io/normal/front/b/3/b387ee34-f68a-44ce-a648-20a2f266c80f.jpg?1783906762"
"lci-15","Vampire Demon","Token Creature — Vampire Demon","4","3","BW","Flying","https://cards.scryfall.io/normal/front/3/0/3005eb0a-5c96-4a07-a6b9-a907d1095cdf.jpg?1783913605"
"m15-12","Land Mine","Token Artifact","","","","{R}, Sacrifice this artifact: This artifact deals 2 damage to target attacking creature without flying.","https://cards.scryfall.io/normal/front/3/0/30093c6e-505e-4902-b535-707e364059b4.jpg?1783939138"
"ema-15","Goblin Soldier","Token Creature — Goblin Soldier","1","1","RW","","https://cards.scryfall.io/normal/front/3/0/3022b41d-05c1-452e-a1cd-5ec5a7f4d79d.jpg?1783937528"
"mkm-10","Detective","Token Creature — Detective","2","2","UW","","https://cards.scryfall.io/normal/front/3/0/30a109aa-99d4-4cfe-a9b1-1b40db5b7885.jpg?1783912606"
"eoc-2","Shapeshifter","Token Creature — Shapeshifter","*","*","","Changeling (This token is every creature type.) Deathtouch","https://cards.scryfall.io/normal/front/3/0/30f46500-172a-40ce-9f8e-3738e764e3fa.jpg?1783905792"
"who-37","Human","Token Creature — Human","1","1","W","Doctor spells you cast cost {1} less to cast.","https://cards.scryfall.io/normal/front/3/0/30fe939f-c680-403f-a5be-0f0cca020ef2.jpg?1783914709"
"uma-7","Wurm","Token Creature — Wurm","6","6","B","Trample","https://cards.scryfall.io/normal/front/3/1/31107acf-5969-42ff-a805-9152f439b7fa.jpg?1783933880"
"tdc-8","Salamander Warrior","Token Creature — Salamander Warrior","4","3","U","","https://cards.scryfall.io/normal/front/e/8/e83a33d7-b5ff-4a9e-8be4-10a46771f44b.jpg?1783906806"
"cmm-79","Chandra, Torch of Defiance Emblem","Emblem — Chandra","","","","Whenever you cast a spell, this emblem deals 5 damage to any target.","https://cards.scryfall.io/normal/front/3/1/3143984b-9798-4062-9a91-8ee139c3448e.jpg?1783915226"
"40k-23","Robot","Token Artifact Creature — Robot","4","4","","This creature can't block.","https://cards.scryfall.io/normal/front/3/1/319aaaae-1efb-412c-8839-c575a2694485.jpg?1783920655"
"blb-1","Flowerfoot Swordmaster","Token Creature — Mouse Soldier","1","1","W","Valiant — Whenever this creature becomes the target of a spell or ability you control for the first time each turn, Mice you control get +1/+0 until end of turn. (This token's mana cost is {W}.)","https://cards.scryfall.io/normal/front/3/1/31c977b7-12cb-4e6f-8260-a7399b60940f.jpg?1783909772"
"otj-2","Angel","Token Creature — Angel","3","3","W","Flying","https://cards.scryfall.io/normal/front/d/3/d3d8c502-e053-425f-ba40-27a627ca12a0.jpg?1783911529"
"lcc-16","Sorin, Lord of Innistrad Emblem","Emblem — Sorin","","","","Creatures you control get +1/+0.","https://cards.scryfall.io/normal/front/f/6/f6719a3f-4bd1-4f4f-b4c2-0d1fa7694732.jpg?1783913611"
"blc-18","Storm Crow","Token Creature — Bird","1","2","U","Flying","https://cards.scryfall.io/normal/front/d/4/d4498fac-e345-4cea-8d7e-7e0759600f33.jpg?1783909758"
"otj-11","Scorpion Dragon","Token Creature — Scorpion Dragon","4","4","R","Flying, haste","https://cards.scryfall.io/normal/front/3/3/334178bb-970b-4f5a-af9b-1729eab65808.jpg?1783911526"
"rvr-14","Beast","Token Creature — Beast","4","4","GR","Trample","https://cards.scryfall.io/normal/front/3/3/33521793-69f2-4a95-a4da-d28add4e5e93.jpg?1783913152"
"lci-13","Golem","Token Artifact Creature — Golem","4","4","UW","","https://cards.scryfall.io/normal/front/3/3/33a88096-dcfd-4acb-a092-b51507edd13e.jpg?1783913606"
"mom-22","Teferi Akosa of Zhalfir Emblem","Emblem","","","","Knights you control get +1/+0 and have ward {1}.","https://cards.scryfall.io/normal/front/3/3/33aefd66-d1d2-44fd-a2cc-8661291c407e.jpg?1783916664"
"mh3-24","Spellgorger Weird","Token Creature — Weird","2","2","R","Whenever you cast a noncreature spell, put a +1/+1 counter on this creature. (This token's mana cost is {2}{R}.)","https://cards.scryfall.io/normal/front/3/3/33b63bd0-0b61-4a87-928f-95fc6b5a3150.jpg?1783911112"
"dsc-19","Wurm","Token Creature — Wurm","5","5","G","Trample","https://cards.scryfall.io/normal/front/5/4/54d5e60d-559d-49e0-a65e-80db721b142a.jpg?1783909271"
"who-52","Dinosaur","Token Creature — Dinosaur","2","2","RW","Flying, haste","https://cards.scryfall.io/normal/front/3/4/3406b2d4-d227-4b03-801f-38230161c708.jpg?1783914700"
"dft-13","Chandra, Spark Hunter Emblem","Emblem","","","","Whenever an artifact you control enters, this emblem deals 3 damage to any target.","https://cards.scryfall.io/normal/front/3/4/343d2622-a5a6-4195-ab41-c6bd17e334a2.jpg?1783907677"
"bro-1","Spirit","Token Creature — Spirit","2","2","U","Vigilance Whenever you draw a card, put a +1/+1 counter on this creature.","https://cards.scryfall.io/normal/front/3/4/349e3241-8f9d-4c52-9848-e01b575fd372.jpg?1783919911"
"ddt-2","Wall","Token Creature — Wall","5","5","U","Defender","https://cards.scryfall.io/normal/front/3/5/353aaec9-79fb-4b83-b4f4-8c7dc2a6b1c1.jpg?1783935621"
"ala-2","Homunculus","Token Artifact Creature — Homunculus","0","1","U","","https://cards.scryfall.io/normal/front/3/5/3546df95-926d-421d-a763-e559a1847273.jpg?1783942526"
"2x2-24","Wrenn and Six Emblem","Emblem — Wrenn","","","","Instant and sorcery cards in your graveyard have retrace. (You may cast instant and sorcery cards from your graveyard by discarding a land card in addition to paying their other costs.)","https://cards.scryfall.io/normal/front/3/5/35578c3f-e818-4887-83c4-dc3a89e28ed4.jpg?1783921672"
"eld-9","Boar","Token Creature — Boar","1","1","G","When this creature dies, create a Food token.","https://cards.scryfall.io/normal/front/3/6/365b2234-c29d-42db-a8e0-80685a4b6434.jpg?1783932482"
"dsk-10","Horror","Token Enchantment Creature — Horror","2","2","B","","https://cards.scryfall.io/normal/front/3/6/36bb6907-e7d7-4f99-966a-ab09ca130fb8.jpg?1783909264"
"drc-11","Beast","Token Artifact Creature — Beast","6","6","","","https://cards.scryfall.io/normal/front/3/6/36f13ff0-fa4d-42c0-9dd9-7448879f1b1b.jpg?1783907673"
"fdn-11","Koma's Coil","Token Creature — Serpent","3","3","U","","https://cards.scryfall.io/normal/front/c/e/cef25434-cd23-4dcf-b77e-36e648a8de23.jpg?1783908590"
"tdc-19","Karox Bladewing","Token Legendary Creature — Dragon","4","4","R","Flying","https://cards.scryfall.io/normal/front/3/7/37316fc0-83cc-4f53-afc3-6f3235776239.jpg?1783906799"
"znc-4","Germ","Token Creature — Germ","0","0","B","","https://cards.scryfall.io/normal/front/3/7/377d9749-3d78-4a33-93d1-2e673f6e2e28.jpg?1783929249"
"fdn-21","Insect","Token Creature — Insect","1","1","BG","Flying","https://cards.scryfall.io/normal/front/5/9/59c2cbd7-79bb-4d93-b2b6-5d3abe88a012.jpg?1783908587"
"tla-10","Monk","Token Creature — Monk","1","1","R","Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)","https://cards.scryfall.io/normal/front/e/4/e49c80ac-5c90-4fd2-ad40-cc77af160f64.jpg?1783904746"
"who-56","Cyberman","Artifact Creature — Cyberman","2","2","","(You can cover a face-down creature that has become a Cyberman with this reminder card. It's a 2/2 Cyberman artifact creature.)","https://cards.scryfall.io/normal/front/3/9/392db1d2-9d75-4d19-88e0-9b0ffdc88541.jpg?1783914699"
"war-17","Voja, Friend to Elves","Token Legendary Creature — Wolf","3","3","GW","","https://cards.scryfall.io/normal/front/3/9/39475e91-1e71-4546-ae4a-47ea66e47536.jpg?1783933348"
"spm-4","Human Citizen","Token Creature — Human Citizen","1","1","GW","","https://cards.scryfall.io/normal/front/3/9/398fbcd8-fac7-4396-9c69-5c72695121a9.jpg?1783905184"
"ecl-4","Elf","Token Creature — Elf","2","2","BG","","https://cards.scryfall.io/normal/front/3/9/39b36f22-21f9-44fe-8a49-bdc859503342.jpg?1783904327"
"otc-7","Assassin","Token Creature — Assassin","1","1","B","Deathtouch, haste","https://cards.scryfall.io/normal/front/3/a/3a0d35d2-1e30-4aba-abf5-4ac2707c9ea3.jpg?1783911682"
"who-13","Human Rogue","Token Creature — Human Rogue","2","2","B","","https://cards.scryfall.io/normal/front/3/a/3a8b8e1c-ea36-4b5a-91a0-a15d109cc25a.jpg?1783914716"
"f12-1a","Human // Wolf","Token Creature — Human // Token Creature — Wolf","","","","","https://cards.scryfall.io/normal/front/3/a/3a98c51f-c55c-4bd9-853b-65b8bad5a29f.jpg?1783940873"
"tkhm-21","Tibalt, Cosmic Impostor Emblem","Emblem","","","","You may play cards exiled with Tibalt, Cosmic Impostor, and you may spend mana as though it were mana of any color to cast those spells.","https://cards.scryfall.io/normal/front/3/a/3ab2afd6-db73-4d8e-9ab6-7e035f679d59.jpg?1783913129"
"dmr-12","Sheep","Token Creature — Sheep","0","1","G","","https://cards.scryfall.io/normal/front/3/a/3acb4442-e7e5-482b-9ce8-f1af8069114e.jpg?1783918310"
"blb-2","Intrepid Rabbit","Token Creature — Rabbit Soldier","1","1","W","When this creature enters, target creature you control gets +1/+1 until end of turn. (This token's mana cost is {2}{W}.)","https://cards.scryfall.io/normal/front/3/b/3b1cd58d-c0bc-48e5-b6fa-fb222fba77ab.jpg?1783909772"
"snc-4","Fish","Token Creature — Fish","1","1","U","This creature can't be blocked.","https://cards.scryfall.io/normal/front/3/b/3b2e726b-f124-43f7-87e4-bb06bbe8e3d7.jpg?1783922964"
"who-32","Osgood, Operation Double","Token Creature — Human Alien Shapeshifter","2","2","U","{T}: Add {C}. Spend this mana only to cast an artifact spell or activate an ability of an artifact. Paradox — Whenever you cast a spell from anywhere other than your hand, investigate. (This token's mana cost is {2}{U}{U}.)","https://cards.scryfall.io/normal/front/3/b/3b3d0482-c747-4eca-947b-9af1a2cc9b29.jpg?1783914709"
"clb-32","Warrior","Token Creature — Warrior","2","1","B","","https://cards.scryfall.io/normal/front/8/8/883ac854-ee35-418a-9d4e-c30ba2a5ade8.jpg?1783922311"
"clb-25","Angel Warrior","Token Creature — Angel Warrior","4","4","W","Flying, vigilance","https://cards.scryfall.io/normal/front/a/2/a2db6fe1-b6ec-43ca-933f-dbab4cd08064.jpg?1783922316"
"eld-10","Giant","Token Creature — Giant","7","7","G","","https://cards.scryfall.io/normal/front/3/c/3c1debc4-0b12-4848-b551-90680ab8c0ab.jpg?1783932481"
"snc-6","Ogre Warrior","Token Creature — Ogre Warrior","4","3","B","","https://cards.scryfall.io/normal/front/3/c/3ca43425-d007-4181-9182-18dc01ad7e90.jpg?1783922963"
"med-g7","Teferi, Hero of Dominaria Emblem","Emblem — Teferi","","","","Whenever you draw a card, exile target permanent an opponent controls.","https://cards.scryfall.io/normal/front/3/c/3caeb24f-b4b3-4ede-9bee-4b4272b2bbcd.jpg?1783934206"
"inr-9","Wolf","Token Creature — Wolf","1","1","B","Deathtouch","https://cards.scryfall.io/normal/front/f/5/f5561f57-34e2-4c01-8094-0ecb101c7fa1.jpg?1783907968"
"soc-20","Elemental","Token Creature — Elemental","4","4","RU","","https://cards.scryfall.io/normal/front/8/b/8ba20bb4-a476-448d-bb39-23f8dd59e5a8.jpg?1783903570"
"ecl-11","Mutavault","Token Land","","","","{T}: Add {C}. {1}: This token becomes a 2/2 creature with all creature types until end of turn. It's still a land.","https://cards.scryfall.io/normal/front/3/d/3d2f5d31-a1c6-465f-b518-b40acdfab8aa.jpg?1783904323"
"cn2-3","Soldier","Token Creature — Soldier","1","2","W","Defender","https://cards.scryfall.io/normal/front/3/d/3d5c2f87-f0c9-4188-9b20-1c2a1d3c4f45.jpg?1783937276"
"mkc-9","Tentacle","Token Creature — Tentacle","1","1","U","","https://cards.scryfall.io/normal/front/8/7/870375a1-4d19-4ec6-9e90-6c69eed8302f.jpg?1783912617"
"khm-17","Icy Manalith","Token Snow Artifact","","","","{T}: Add one mana of any color.","https://cards.scryfall.io/normal/front/3/d/3db39e3b-fad4-4c9b-911f-69883ac7e0e1.jpg?1783928078"
"clb-50","Will Kenrith Emblem","Emblem — Will","","","","Whenever you cast an instant or sorcery spell, copy it. You may choose new targets for the copy.","https://cards.scryfall.io/normal/front/3/d/3de08752-9fc4-4e6b-b30b-2d9d33a1e37b.jpg?1783922302"
"tdc-26","Citizen","Token Creature — Citizen","1","1","GW","","https://cards.scryfall.io/normal/front/4/0/40135aa8-d531-427d-ab5c-9a2192f61bf9.jpg?1783906796"
"soc-11","Snake","Token Creature — Snake","1","1","B","Deathtouch","https://cards.scryfall.io/normal/front/6/2/62340bbb-cff0-48c1-8854-235340e80477.jpg?1783903573"
"eoe-3","Drone","Token Artifact Creature — Drone","1","1","","Flying This token can block only creatures with flying.","https://cards.scryfall.io/normal/front/3/f/3fcf8950-117a-4587-8522-79001dffa500.jpg?1783905787"
"eoc-12","Golem","Token Artifact Creature — Golem","3","3","","","https://cards.scryfall.io/normal/front/b/c/bc1c56b2-69f3-42d9-81f4-3dbd40dd8f5d.jpg?1783905789"
"sos-9","Pest","Token Creature — Pest","1","1","BG","Whenever this token attacks, you gain 1 life.","https://cards.scryfall.io/normal/front/4/0/40b22872-7b7b-4a6d-a343-4152e552b00a.jpg?1783903561"
"drc-14","Golem","Token Artifact Creature — Golem","3","3","","Trample","https://cards.scryfall.io/normal/front/a/7/a73d4a82-b93f-49df-b1a7-cf4cc71d168a.jpg?1783907671"
"sld-1835","Shrine","Token Enchantment Creature — Shrine","1","1","","","https://cards.scryfall.io/normal/front/4/1/41648b36-154c-4907-8571-9461e45a9e00.jpg?1783908458"
"ust-3","Spirit // Spirit","Token Creature — Spirit // Token","","","","","https://cards.scryfall.io/normal/front/4/1/41fc8b22-f6fe-4853-b80a-64ab70a41f1d.jpg?1783935363"
"clb-37","Pirate","Token Creature — Pirate","1","1","R","This creature can't block. Creatures you control attack each combat if able.","https://cards.scryfall.io/normal/front/4/2/42248cea-29e8-4ebe-ad64-e87e216b55d6.jpg?1783922308"
"msc-3","Wall","Token Creature — Wall","0","3","","Defender, reach","https://cards.scryfall.io/normal/front/4/2/424d7099-8842-4700-8366-093e7b176d1a.jpg?1783902815"
"afc-3","Illusion","Token Creature — Illusion","1","1","U","This creature gets +1/+0 for each other Illusion you control.","https://cards.scryfall.io/normal/front/4/2/42a6bc0b-e76d-4c45-b39d-0186d9bc9c42.jpg?1783926352"
"dsk-17","Kaito, Bane of Nightmares Emblem","Emblem","","","","Ninjas you control get +1/+1.","https://cards.scryfall.io/normal/front/4/3/435e707c-2b1d-48a7-ba75-c3c67824b50d.jpg?1783909259"
"sos-7","Inkling","Token Creature — Inkling","1","1","BW","Flying","https://cards.scryfall.io/normal/front/4/3/43e9f729-abaf-4000-8df5-fa46d59eff9e.jpg?1783903562"
"c19-9","Assassin","Token Creature — Assassin","1","1","B","Whenever this creature deals combat damage to a player, that player loses the game.","https://cards.scryfall.io/normal/front/4/4/4401437c-23ea-44ac-a8e7-eb033e1d61eb.jpg?1783932830"
"tdm-15","Reliquary Dragon","Token Creature — Dragon","4","4","BGRUW","This token is all colors. Flying, lifelink When this token enters, it deals 3 damage to any target.","https://cards.scryfall.io/normal/front/4/4/44465924-8cc2-49a4-bc07-8dbae7570af6.jpg?1783906782"
"c18-14","Beast","Token Creature — Beast","5","5","G","Trample","https://cards.scryfall.io/normal/front/4/4/44675b6a-ea5a-44f1-9f2c-3725cdfcc814.jpg?1783934353"
"rna-13","Domri, Chaos Bringer Emblem","Emblem — Domri","","","","At the beginning of each end step, create a 4/4 red and green Beast creature token with trample.","https://cards.scryfall.io/normal/front/4/4/44717d19-d8c2-45ba-9904-00c0c79ee0c3.jpg?1783933602"
"bro-7","Powerstone","Token Artifact — Powerstone","","","","{T}: Add {C}. This mana can't be spent to cast a nonartifact spell.","https://cards.scryfall.io/normal/front/d/4/d45fe4b6-aeaf-4f84-b660-c7b482ed8512.jpg?1783919908"
"acr-5","Phobos","Token Legendary Creature — Horse","3","2","R","","https://cards.scryfall.io/normal/front/4/4/447bd736-6b47-440c-86ed-db54bd655274.jpg?1783910885"
"soc-13","Dragon Illusion","Token Creature — Dragon Illusion","*","*","R","Flying, haste","https://cards.scryfall.io/normal/front/4/4/44b7c73d-80a0-4a27-b0a2-317164362449.jpg?1783903573"
"moc-13","Spirit","Token Creature — Spirit","1","1","U","Flying","https://cards.scryfall.io/normal/front/7/8/78baf1de-8fde-4162-beeb-425e38fb5f8c.jpg?1783916651"
"und-4","Dragon","Token Creature — Dragon","4","4","","Flying","https://cards.scryfall.io/normal/front/6/8/6819b8c9-73a3-4e8e-ad7a-95cffabf873a.jpg?1783931313"
"msh-18","Doombot","Token Artifact Creature — Robot Villain","3","3","","","https://cards.scryfall.io/normal/front/4/5/452680b5-5032-413a-bb5a-3fc8cfe88be9.jpg?1783902799"
"inr-12","Zombie","Token Creature — Zombie","*","*","B","","https://cards.scryfall.io/normal/front/a/e/ae290b7e-8ff2-4262-8ac7-8481283e2a02.jpg?1783907968"
"tori-12","Jace, Telepath Unbound Emblem","Emblem — Jace","","","","Whenever you cast a spell, target opponent puts the top five cards of their library into their graveyard.","https://cards.scryfall.io/normal/front/6/f/6f5ae536-3ef6-41cb-b33b-0ac458d77a56.jpg?1783913134"
"blc-38","Phyrexian Golem","Token Artifact Creature — Phyrexian Golem","3","3","","","https://cards.scryfall.io/normal/front/4/6/46161339-7173-4265-9691-106be5536b2d.jpg?1783909748"
"teld-7","Dwarf","Token Creature — Dwarf","1","1","R","","https://cards.scryfall.io/normal/front/4/6/46203366-7104-4fda-b38d-dc18d93154a9.jpg?1783903466"
"f17-12","Pirate // Treasure","Token Creature — Pirate // Token Artifact — Treasure","","","","","https://cards.scryfall.io/normal/front/4/6/46bf5e2b-869f-480e-ac37-1bdb40a92f8c.jpg?1783936800"
"soc-8","Phyrexian Myr","Token Artifact Creature — Phyrexian Myr","2","1","U","","https://cards.scryfall.io/normal/front/c/a/ca7e566f-5eb4-4f0f-bf87-5788c57ba1e4.jpg?1783903574"
"one-13","Koth, Fire of Resistance Emblem","Emblem","","","","Whenever a Mountain enters the battlefield under your control, this emblem deals 4 damage to any target.","https://cards.scryfall.io/normal/front/4/7/4746f904-67f3-450d-93f6-172b3fd50057.jpg?1783918166"
"bro-6","Golem","Token Artifact Creature — Golem","*","*","","","https://cards.scryfall.io/normal/front/4/7/474c8cfe-71ce-46c7-8cf4-dfeae3c0e73b.jpg?1783919909"
"dsk-4","Glimmer","Token Enchantment Creature — Glimmer","1","1","W","","https://cards.scryfall.io/normal/front/4/7/475c7449-2c95-4873-94de-68a5e06cdfb8.jpg?1783909267"
"mkm-7","Imp","Token Creature — Imp","2","2","R","When this creature dies, it deals 2 damage to each opponent.","https://cards.scryfall.io/normal/front/4/7/47a1385b-2be2-49a8-8400-186cd5525dad.jpg?1783912609"
"bot-1","Laserbeak","Token Legendary Artifact Creature — Robot","2","2","U","Flying, hexproof","https://cards.scryfall.io/normal/front/4/7/47b48ea5-a12f-4a3b-b7d9-2124e43d8833.jpg?1783919879"
"2xm-7","Myr","Token Artifact Creature — Myr","2","1","U","","https://cards.scryfall.io/normal/front/4/8/483c8cd6-288c-49d7-ac28-642132f85259.jpg?1783930233"
"tdmc-8","Egg","Token Creature — Egg","0","1","G","Defender","https://cards.scryfall.io/normal/front/e/d/ed83dc8f-3cbd-4ee0-a45e-295f4284ba1f.jpg?1783906762"
"eoe-6","Lander","Token Artifact — Lander","","","","{2}, {T}, Sacrifice this token: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.","https://cards.scryfall.io/normal/front/4/9/49164e15-252a-46e2-8c5a-66e41e071072.jpg?1783905785"
"tshm-12","Elf Warrior","Token Creature — Elf Warrior","1","1","GW","","https://cards.scryfall.io/normal/front/c/e/cee23d72-2cd6-4133-98d1-c7b8da839408.jpg?1783913132"
"ltc-9","Human Knight","Token Creature — Human Knight","2","2","R","Trample, haste","https://cards.scryfall.io/normal/front/4/9/491fc1c3-a46e-4cfd-a749-57f4c96f6aea.jpg?1783916057"
"mkc-14","Ogre","Token Creature — Ogre","3","3","R","","https://cards.scryfall.io/normal/front/4/9/4959b8ed-391c-4b77-bbc1-e32c2b27aa22.jpg?1783912616"
"otp-2","Human Rogue","Token Creature — Human Rogue","1","2","RW","Haste When this creature enters the battlefield, it deals 1 damage to any target.","https://cards.scryfall.io/normal/front/4/9/495d1211-b5f2-4745-8391-b5331ded8545.jpg?1783911658"
